0.006421 0.019514 0.036407 0.119550 0.447604 0.023476 0.079103 0.060474 0.200931 0.734586
0.004956 0.019286 0.038237 0.120281 0.452525 0.010313 0.028064 0.055944 0.209871 0.746740
0.009015 0.028449 0.034349 0.124022 0.469023 0.008564 0.051355 0.056259 0.205384 0.802346
0.006495 0.019188 0.035802 0.125373 0.454914 0.011248 0.036016 0.059978 0.214942 0.771845
0.005463 0.018486 0.040488 0.119139 0.451585 0.009367 0.036425 0.080104 0.200653 0.741951
0.006200 0.019332 0.036583 0.118697 0.448218 0.008309 0.032900 0.057896 0.201588 0.736249
0.006413 0.019647 0.036278 0.119611 0.448706 0.010145 0.040302 0.073061 0.202485 0.734076
0.005980 0.015136 0.037456 0.118875 0.449147 0.008417 0.031943 0.063708 0.206136 0.735848
0.004905 0.019471 0.037168 0.118936 0.461358 0.008559 0.036379 0.060996 0.202245 0.755749
0.006678 0.019656 0.038525 0.120756 0.449399 0.008413 0.036159 0.065699 0.203495 0.734267
